## Sheet: Forecast
 |  | Power Grid Bangladesh PLC
 |  | National Load Dispatch Center (NLDC)
 |  | Forecasted Generation & Demand of National Grid
 | Date : | 29-06-2026
Sl. | Name of the
 Power Station | Fuel | Producer | Installed Capacity |  | Present Capacity | Actual Generation on |  | Forecasted Available Gen. on |  | Effective Available Gen. on |  | Remarks
 |  |  |  |  |  |  | 28-06-2026 | during | 29-06-2026 | during | 29-06-2026 | during
 |  |  |  |  |  |  | Day Peak | Ev. Peak | Day Peak | Ev. Peak | Day Peak | Ev. Peak
 |  |  |  | Unit No. X Capacity | MW | MW | MW | MW | MW | MW | MW | MW
Power Flow during Peak Demand (W-E): |  |  | MW: | 2082 |  | Import through Cumilla C/B Interconnector: |  |  | MKWHr: | 3.83712 | Peak Hr Flow | 172.00 MW at 21:00 hrs.
Maximum Power Flow (W-E): |  |  | MW: | 2847 |  | Total Import through C/B Interconnector: |  |  | MKWHr: | 60.108165 | Peak Hr Flow | 2444.73 MW at 21:00 hrs.
 |  |  | Zone-wise Load-shed and Demand Summary (MW) at evening peak Hour (21:00 Hr.)
 |  |  |  | Zone |  | Load-Shed |  | Demand
 |  |  |  | Dhaka |  | 385 |  | 6205
 |  |  |  | Chattogram |  | 122 |  | 1562
 |  |  |  | Cumilla |  | 257 |  | 1748
 |  |  |  | Mymensingh |  | 420 |  | 1513
 |  |  |  | Sylhet |  | 211 |  | 827
 |  |  |  | Khulna |  | 298 |  | 2105
 |  |  |  | Barishal |  | 133 |  | 593
 |  |  |  | Rajshahi |  | 288 |  | 1925
 |  |  |  | Rangpur |  | 102 |  | 1108
 |  |  |  | Total |  | 2216 |  | 17586
 |  | Status of unavailable Power Plant
 |  | Planned S/D |  |  |  |  | Forced S/D
 |  | Sl | Plant Name |  |  | Capacity | Sl | Plant Name |  |  | Capacity
 |  | 1 | Baghabari  100 MW GTPP |  |  | 100 | 1 | Karnaphuli Hydro PP Unit-3 |  |  | 50
 |  | 2 | Barapukuria TPP  Unit-2 |  |  | 85
 |  | 3 | Siddhirgonj 210 MW  TPP |  |  | 115
 |  |  |  |  | Total | 300 |  |  |  | Total | 50
 |  |  |  | Total Unavailable Capacity |  |  |  | 350
 |  |  |  |  | Event Summary
 | Outage Time | Restoration Time | Description of Event |  |  |  |  |  |  |  | Description of Event
 |  | 08:31 | Shyampur 230/132kV S/S 230 kV APR (D04) is restored.
 | 08:47 |  | Kaliakoir 400/230/132kV S/S 400kV Bus 1 Project Work S/D Due to Project work
 |  | 08:52 | Barishal 132/33kV S/S Bus B is restored.
 | 09:33 | 17:58 | Chowmuhani-Feni 132 kV Ckt-2 Project Work S/D from Daganbhuiyan 132/33kV end Due to
 |  |  | Project work at feni 230kv end . FES1 Is not close due to problem at Daganbhuiyan end  .
 |  |  | Feni 230kv s/s done local grounding . and from Feni 230/132kV end Due to 132kv
 |  |  | daghunbuiya circuit-2 s/d due to project work at breaker wiring mismatch
 |  | 10:02 | Khulna (S)-Satkhira 132kV Ckt-1 is restored.
 | 10:11 | 15:23 | Madunaghat 132/33kV S/S TR-1(507T) LT Scheduled S/D Due to High temperature maintenance
 | 10:11 | 15:23 | Madunaghat 132/33kV S/S TR-1(507T) HT Scheduled S/D
 | 10:38 | 12:19 | Barishal 132/33kV S/S 132 kv Summit power Scheduled S/D Due to Summit end work, B phase
 |  |  | mct post
 | 11:09 | 13:25 | Kishoreganj 132/33kV S/S Tr-1 (404T) LT Forced S/D Due to BPDB 33/11 kv transformer
 |  |  | installation work.
 | 11:09 | 13:23 | Kishoreganj 132/33kV S/S Tr-1 (404T) HT Forced S/D
 | 11:13 | 16:19 | Joypurhat 132/33kV S/S Patnitola Ckt.-1 Project Work S/D
 | 11:14 | 16:20 | Joypurhat 132/33kV S/S Patnitola Ckt.-2 Project Work S/D
 | 11:16 | 17:27 | Korerhat 400/230/132kV S/S ATR-3(7303T)-Three Ph LT Project Work S/D Due to Due to
 |  |  | project work
 | 11:18 | 17:25 | Korerhat 400/230/132kV S/S ATR-3(7303T)-Three Ph HT Project Work S/D Due to For project
 |  |  | work
 | 12:00 |  | Payra 1320 MW Synchronized
 | 12:00 |  | Ashuganj 450 MW CCPP(South) Synchronized
 | 12:00 |  | Meghnaghat CCPP(Summit)-2 Synchronized
 | 12:00 |  | Barisal 307 MW Synchronized
 | 12:58 | 16:35 | Haripur 230/132kV S/S 132kV Main Bus Sec-2 Scheduled S/D Due to busbar protection work.
 | 15:13 | 15:36 | Niamatpur 132/33kV S/S Transformer-1(407T) LT Tripped showing Master trip relay relays |  |  |  |  |  |  |  | 18.0MW load
 |  |  | Due to Rajshahi 1 feeder fault |  |  |  |  |  |  |  | interrup.
 | 15:41 | 17:05 | Khulna(C )-Khulna (S)  132kV Ckt-2 Scheduled S/D from Khulna (C) end Due to Relay test by |  |  |  |  |  |  |  | 45.0MW load
 |  |  | spmd, khulna |  |  |  |  |  |  |  | interrup. Khulna
 |  |  |  |  |  |  |  |  |  |  | (C) end
 | 15:58 |  | Bogura(New)-Naogaon 132 kV Ckt-1 Project Work S/D from Bogura 230/132kV end.
 | 17:01 | 17:03 | Khulna(C )-Khulna (S)  132kV Ckt-2 Tripped from Khulna(S) 230/132kV end showing None
 |  |  | relays Due to ALDC Khulna, Tripping for Testing.
 | 05:14 | 06:16 | Jashore 132/33kV S/S T-1 LT Scheduled S/D Due to T1A CB Y-phase red hot maintenance
 | 05:14 | 06:16 | Jashore 132/33kV S/S T-1 HT Scheduled S/D Due to T1A CB Y-phase red hot maintenance
 | 06:28 |  | Payra 400/132/33kV S/S 400/132/33 kV Auto Transformer-01 LT Scheduled S/D Due to High
 |  |  | temperature maintenance
 | 06:29 |  | Payra 400/132/33kV S/S 400/132/33 kV Auto Transformer-01 HT Scheduled S/D Due to High
 |  |  | temperature maintenance
 | 06:35 |  | Jashore 132/33kV S/S T-2 HT Scheduled S/D Due to T2A CB  Y-phase red hot maintenance
 | 06:36 |  | Jashore 132/33kV S/S T-2 LT Scheduled S/D Due to T2A CB  Y-phase red hot maintenance
 | 07:00 |  | Minimum Generation: 13578 MW.
 | 07:34 |  | Muradnagar 132/33kV S/S 132 KV Muradnagar- Cumilla(N) Ckt-01 Scheduled S/D Due to Line
 |  |  | maintenance work.
 |  | Sub-Divisional Engineer |  |  |  | Executive Engineer |  |  |  | Superintendent Engineer
 |  | Network Operation Division |  |  |  | Network Operation Division |  |  |  | Network Operation Division
## Sheet: P2
 |  |  | Power Grid Bangladesh PLC
 |  |  | National Load Dispatch Center (NLDC)
 |  |  | EVENING PEAK GENERATION AND DAY LONG ENERGY DATA OF POWER STATIONS
 |  | Date : | 28-06-2026
 | Sl. | Name of the
 Power Stations |  | Producer | Installed Capacity | Present Capacity | Peak Hour Generation | Energy Generated | Remarks
 |  |  |  |  | Unit No. X Capacity | MW | MW | KWH
 | 1 | Ghorasal Repowered CCPP Unit-3 |  | PDB | 1*260 | 260 | 0 | 0 | GT is under maintenance
 | 2 | Ghorasal Repowered CCPP Unit-4 |  | PDB | 1*210 | 240 | 0 | 0 | Gas shortage
 |  | Ghorasal TPP Unit-5 |  | PDB | 1*210 | 190 | 0 | 0 | Gas shortage
 | 3 | Ghorasal 365 MW CCPP Unit-7 |  | PDB | 1*243+1*122 | 365 | 0 | 0 | Gas shortage
 | 4 | Ghorashal 108 MW PP (Regent) |  | IPP | 34*3.35 | 97.7 | 0 | 0 | Gas (RMS) problem
 | 5 | Haripur GTPP |  | SBU,PDB | 32*2 | 20 | 0 | 0 | -
 | 6 | Haripur 412 MW CCPP |  | EGCB | 1*273+1*139 | 412 | 365 | 9007200 | AGC
 |  | Haripur 360 MW CCPP (HPL) |  | IPP | 1*235+1*125 | 0 | 0 | 0 | Contract Expired
 | 7 | Meghnaghat 450 MW CCPP (MPL) |  | IPP | 2*150+1*150 | 450 | 0 | 0 | Gas shortage
 | 8 | Meghnaghat CCPP(Summit) |  | IPP | 2*110+1*110 | 335 | 0 | 0 | Gas shortage
 | 9 | Madanganj-55 MW PP(Summit) |  | IPP | 3*17+1*11.3 | 55 | 42 | 1236666 | Liquid fuel shortage
 | 12 | Siddhirgonj 210 MW TPP |  | PDB | 1*210 | 115 | 0 | 0 | Under Major Overhauling
 | 13 | Siddhirgonj 2*120 MW GTPP |  | EGCB | 2*105 | 210 | 0 | 0 | Gas shortage
 | 14 | Siddhirganj 335 MW CCPP |  | EGCB | 1*217+118 | 335 | 300 | 7378821 | Gas shortage
 | 15 | Gagnagar 102 MW PP (Digital Power) |  | IPP | 12*8.924 | 102 | 0 | 0 | Liquid fuel shortage
 | 17 | Kamalaghat 54 MW PP(Banco Energy) |  | IPP | 3*18 | 53.97 | 35 | 259200 | Liquid fuel shortage
 | 18 | Kodda 150 MW PP BRPL |  | PDB-RPCL | 9*17.06 | 149.36 | 16 | 282240 | Liquid fuel shortage
 | 18 | Manikganj 55 MW PP (Northern) |  | IPP | 19.3*3 | 55 | 35 | 535333 | Liquid fuel shortage
 | 20 | Nababganj 55 MW PP (Southern power ) |  | IPP | 19.3*3 | 55 | 35 | 269713 | Liquid fuel shortage
 | 22 | Summit Power Ashulia |  | IPP | 0 | 33.75 | 20 | 462600 | Low gas pressure
 | 22 | Summit Power Madhabdi |  | IPP | 3*3.67+4*8.73 | 23 | 21 | 463320 | -
 | 25 | Gazipur 52 MW PP |  | RPCL | 6*8.9 | 52.194 | 24 | 338880 | Liquid fuel shortage
 | 26 | Tongi 80 MW GTPP |  | PDB | 1* 105 | 105 | 0 | 0 | Under Maintenance of Exciter
 | 27 | Kodda 300 MW PP Unit-2 (Summit) |  | IPP | 18*17.06 | 300 | 195 | 3834142 | Liquid fuel shortage
 | 28 | Kodda 149 MW PP Unit-1 (Summit) |  | IPP | 8*18.45+8.97 | 149 | 132 | 1477584 | Liquid fuel shortage
 | 29 | Gazipur 100 MW PP |  | RPCL | 6*17.5 | 105 | 52 | 674880 | Liquid fuel shortage
 | 30 | Meghnaghat 104 MW PP (OPCL) |  | IPP | 6*18.5 | 104 | 0 | 0 | Liquid fuel shortage
 | 31 | Manikgonj 162MW PP(MPGL) |  | IPP | 9*18 | 162 | 90 | 796320 | Liquid fuel shortage
 | 32 | Spectra Solar Plant Ltd. |  | IPP | 0 | 35 | 0 | 169306 | -
 | 33 | Kanchan Purbachal Power Generation Ltd. |  | IPP | 18.4*3 | 55 | 17 | 186480 | Liquid fuel shortage
 | 34 | Unique Meghnaghat Power Limited (UMPL) |  | IPP | 0 | 584 | 515 | 12096363.64 | AGC+Gas shortage
 | 35 | Meghnaghat CCPP(Summit)-2 |  | IPP | 1*409+1*202 | 583 | 550 | 12038636 | FGMO
 |  | JERA Meghnaghat Power Limited |  | IPP | 250*2+268 | 718 | 0 | 0 | Gas shortage
 |  | Sreepur 150 MW PP BRPL |  | PDB-RPCL | 9*18 | 160 | 142 | 2736000 | Engine Problem
 | Dhaka Area Total |  |  |  |  | 6668.974 | 2586 | 54243684.64
 | 36 | Chattogram TPP |  | PDB | 1*210+1*210 | 360 | 0 | 0 | Unit #1 Under Maintenance, Unit#2 Gas Shortage
 | 37 | Raozan 25 MW PP |  | IPP | 3*8.9 | 25.5 | 25.5 | 177580.8 | -
 | 38 | Teknaf  20MW PP (Solartech) |  | IPP | 0 | 20 | 0 | 61020 | -
 | 39 | Patenga 50MW PP (Baraka) |  | IPP | 8*6.98 | 50 | 6 | 151200 | Liquid fuel shortage
 | 40 | Karnaphuli Hydro PP Unit-1,2,3,4, 5 |  | PDB | 2*40+3*50 | 230 | 89 | 2098080 | -
 | 41 | Sikalbaha 225MW CCPP |  | PDB | 1*150+1*75 | 225 | 219 | 4988545 | -
 | 42 | Sikalbaha Peaking GT |  | PDB | 1*150 | 150 | 0 | 0 | -
 | 43 | Sikalbaha 105 MW PP (Baraka Sikalbaha) |  | IPP | 6*17.5 | 105 | 17 | 422363 | Liquid fuel shortage
 | 44 | Hathazari 100 MW peaking PP |  | PDB | 11*8.9 | 98 | 14 | 722549 | Liquid fuel shortage
 | 45 | Dohazari -Kalaish 100 MW Peaking |  | PDB | 6*17 | 102 | 33 | 219240 | -
 | 46 | Juldah 100 MW PP Unit-3 (Acorn) |  | IPP | 8*13.5 | 100 | 12 | 316800 | Liquid fuel shortage
 |  | Malancha, Ctg. EPZ (United) |  | IPP | 5*8.73+3*9.34 | 42 | 4 | 187200 | -
 | 47 | Chattogram 108 MW PP (ECPV) |  | IPP | 16*7 | 108 | 68 | 886080 | Liquid fuel shortage
 | 48 | Kaptai 7 MW  Solar PP |  | PDB | 0 | 6 | 0 | 22043 | -
 | 49 | Anwara 300 MW PP (United) |  | IPP | 17*17+24 | 300 | 16 | 386400 | Liquid fuel shortage
 | 50 | Jodiac Power |  | IPP | 3*18.55+1*3.6 | 54.363 | 54.36 | 329627 | -
 | 51 | Karnaphuli Power Ltd. |  | IPP | 18.415*6+6.5 | 110 | 0 | 5000 | Liquid fuel shortage
 | 52 | Juldah unit-2 (Acorn) |  | IPP | 8*13.6 | 100 | 12 | 295680 | Liquid fuel shortage
 | 53 | Anlima Energy Ltd. |  | IPP | 6*21.2 | 116 | 107 | 2499055 | FGMO
 | 54 | Mirsharai 150 MW BRPL |  | IPP | 18.5*9 | 163 | 0 | 0 | Under Maintenance
 | 55 | SS Power |  | IPP | 2*660 | 1224 | 1224 | 20181816 | Coal shortage
 | 56 | Cox's Bazar Wind |  | PDB | 22*3 | 60 | 13 | 233760 | -
 | 57 | Matarbari 2*600 MW (CPGCBL) |  | CPGCL | 2*600 | 1150 | 1135 | 27236363.64 | -
 | Chattogram Area Total |  |  |  |  | 4898.863 | 3048.86 | 61420402.44
 | 58 | Ashuganj CCPP 225 MW |  | APSCL | 1X142+1X75 | 221.25 | 214 | 5186000 | Gas shortage
 | 59 | Ashuganj 450 MW CCPP(North) |  | APSCL | 1*360 | 350.01 | 290 | 7425900 | Gas shortage
 | 60 | Ashuganj 450 MW CCPP(South) |  | APSCL | 1*360 | 342.01 | 230 | 6036000 | Gas shortage
 | 61 | Ashuganj 420 MW CCPP(East) |  | APSCL | 284*1+116*1 | 393 | 240 | 5507000 | Gas shortage
 | 62 | Ashuganj TSK 50 MW PP |  | APSCL | 14*3.96 | 46.701 | 10 | 195768 | -
 | 63 | Ashuganj 55 MW PP (Precision) |  | QRPP | 15*4 | 52.824 | 0 | 0 | Gas shortage
 | 64 | Ashuganj 195 MW PP (APSCL-United) |  | IPP | 20X9.73+1X16 | 195 | 0 | 0 | Gas shortage
 | 65 | Ashuganj 51 MW PP (Midland) |  | IPP | 6X9.34 | 51 | 51 | 1239240 | -
 | 66 | Ashuganj 150MW PP (Midland) |  | IPP | 23X7.015 | 150 | 147 | 1217745 | -
 | 67 | Titas 50 MW Peaking PP |  | PDB | 6*8.92 | 52 | 0 | 0 | Engine Problem
 | 68 | Chandpur 150 MW CCPP |  | PDB | 1*106+1*57 | 163 | 137 | 2121341 | Gas shortage
 | 69 | Chandpur 200MW (Desh energy) |  | IPP | 12*18.4 | 200 | 102 | 918720 | Liquid fuel shortage
 |  | Import (Tripura) |  | Import | 0 | 160 | 172 | 3837120 | -
 | 71 | Jangalia 52 MW PP (Lakdanavi) |  | IPP | 6*8.92 | 52.2 | 0 | 0 | -
 | 72 | Cumilla 25 MW PP (Summit) |  | SIPP,REB | 3*3.67+2*6.97 | 25 | 19 | 455220 | -
 | 73 | Feni Lanka Power |  | IPP | 7*18.415+1*9.78 | 114 | 0 | 1140 | -
 | 74 | Chowmuhani 113 MW |  | IPP | 12*9.78+2*3.1 | 113 | 27 | 245280 | Liquid fuel shortage
 | 75 | Chandpur 115(Doreen) |  | IPP | 4*18.5+2*22.5 | 115 | 89 | 706560 | Liquid fuel shortage
 | 76 | Sonagazi 75 MW (AC) Solar Power Plant |  | EGCB | 0 | 75 | 0 | 329945 | -
 | Cumilla Area Total |  |  |  |  | 2870.995 | 1728 | 35422979
 |  | Muktagacha Solartech Energy Ltd |  | IPP | 1*20 | 20 | 0 | 115102 | -
 | 77 | RPCL 210MW CCPP |  | RPCL | 4*35+1*70 | 210 | 0 | 0 | Low gas pressure
 | 79 | Sarishabari 3 MW Solar Plant |  | IPP | 0 | 2.71 | 0 | 12400 | -
 | 80 | Mymensingh 200 MW PP (United) |  | IPP | 9.78*21 | 200 | 126 | 1629600 | Liquid fuel shortage
 | 81 | Jamalpur 115 MW PP (United) |  | IPP | 9.78*12 | 115 | 58 | 1250400 | Liquid fuel shortage
 | 82 | Sutiakhali 50 MW Solar PP |  | IPP | 0 | 50 | 0 | 227750 | -
 | 83 | Tangail Palli Power Gen 22 MW |  | IPP | 4*6.7 | 22 | 0 | 33840 | Liquid fuel shortage
 | 84 | Bhairob 54.5 MW |  | IPP | 3*18.2 | 54.5 | 17 | 90720 | Liquid fuel shortage
 | Mymensingh Area Total |  |  |  |  | 674.21 | 201 | 3359812
 |  | Moulvibazar 10 MW Solar Power Plant |  | IPP | 1*10 | 0 | 0 | 51991 | -
 | 85 | Fenchugonj CCPP Phase-1 |  | PDB | 2*32+1*33 | 90 | 28 | 669000 | Plant availability less
 | 86 | Fenchugonj CCPP Phase-2 |  | PDB | 2*35+1*35 | 90 | 0 | 0 | Under Maintenance
 | 87 | Kushiara 163 MW CCPP (KP) |  | IPP | 1*109+1*54 | 163 | 145 | 3515236.36 | AGC
 | 88 | Shajibazar 330 MW CCPP |  | PDB | 3*110 | 330 | 142 | 3217100 | STG Under Maintenance
 | 91 | Shahjibazar GTPP Unit- 8 & 9 |  | PDB | 2*35 | 66 | 28 | 687552 | GT-9 Under Maintenance
 | 92 | Shahjibazar 86MW PP (Shahjibazar) |  | RPP | 32*2.90 | 86 | 82 | 1304640 | Gas Restrction
 | 93 | Shahjibazar 100 MW GTPP |  | PDB | 1*100 | 100 | 0 | 0 | machine problem
 | 94 | Sylhet 225 MW CCPP |  | PDB | 1*142+1*89 | 231 | 100 | 2420620 | ST Under Maintenance
 | 95 | Sylhet  20 MW GTPP |  | PDB | 1*20 | 20 | 0 | 0 | -
 | 96 | Shahjahanulla 25 MW PP |  | SIPP,REB | 3*9.34 | 25 | 17 | 347664 | -
 | 97 | Bibiana-II 341 MW CCPP (Summit) |  | IPP | 1*222+1*119 | 341 | 315 | 7609000 | FGMO
 | 98 | Bibiyana-III 400 MW CCPP |  | PDB | 285*1+134*1 | 400 | 295 | 7227000 | Machine Problem
 | 99 | Bibiyana South 400 MW |  | PDB | 1*400 | 383 | 0 | 0 | Under Maintenance
 | Sylhet Area Total |  |  |  |  | 2325 | 1152 | 27049803.36
 | 100 | Bheramara GTPP Unit-3 |  | PDB | 1X20 | 16 | 0 | 0 | Contract Expired
 | ** | Bheramara (HVDC ) |  | Import | 2X500 | 1000 | 798 | 20783273 | -
 | 101 | Faridpur 50 MW Peaking PP |  | PDB | 8*6.89 | 54 | 0 | 0 | Engine Problem
 | 102 | Khulna 225 MW CCPP |  | NWPGCL | 1X150+1X75 | 230 | 0 | 0 | -
 | 103 | Gopalganj 100 MW Peaking PP |  | PDB | 16*6.98 | 109 | 42 | 567040 | Liquid fuel shortage
 | 104 | Bheramara 410 MW CCPP |  | NWPGCL | 1X278+1X132 | 410 | 0 | 0 | Gas shortage
 | 105 | Rupsha 105 MW PP (Orion rupsha) |  | IPP | 6*18.445 | 105 | 0 | 0 | Liquid fuel shortage
 | 106 | Madhumati 100 MW PP |  | NWPGCL | 6*18 | 105 | 15 | 36720 | Liquid fuel shortage
 | 107 | Mongla Orion 100 MW Solar PP |  | IPP | 100 | 100 | 0 | 590400 | -
 | 108 | Khulna 330 MW CCPP |  | PDB | 1*220+1*110 | 336 | 151 | 502069.09 | Fuel shortage
 | 109 | Rampal 1320 MW (BIFPCL) |  | PDB | 660*2 | 1234.2 | 520 | 11040005 | U-2 Under Maintenance
 | ** | HVDC(Nepal) |  | Import | 1*40 | 40 | 38 | 912000 | -
 | Khulna Area Total |  |  |  |  | 3739.2 | 1564 | 34431507.09
 |  | Patuakhali 1320 MW (RNPL) |  | RNPL | 660*2 | 1244 | 1050 | 23949091 | -
 | 110 | Barisal 110 MW PP (Summit ) |  | IPP | 7X17.076 | 110 | 55 | 942336 | Liquid fuel shortage
 | 111 | Bhola  33 MW PP (Venture) |  | NENP | 1X34.50 | 11.04 | 0 | 0 | Contract Expired
 | 112 | Bhola 225 MW  CCPP |  | PDB | 2X63+1X68 | 194 | 62 | 1533000 | GT-1 & ST under maint
 | 113 | Payra 1320 MW |  | BCPCL | 2*622 | 1244 | 1200 | 28807272.73 | FGMO
 | 114 | Bhola Nutan Biddut BD LTD |  | IPP | 2*75+1*75 | 220 | 220 | 5320240 | Subjected to Grid Voltage
 | 115 | United Payra Power Ltd. |  | IPP | 8*18.5+1*9.5 | 150 | 17 | 460800 | Liquid fuel shortage
 | 116 | Barisal 307 MW |  | BCPCL | 307X1 | 307 | 307 | 7113000 | -
 | 117 | Barisal 1 MW Solar Plant |  | IPP | 0 | 1 | 0 | 3261 | -
 | Barishal Area Total |  |  |  |  | 3481.04 | 2911 | 68129000.73
 |  | Pabna 64 MW Solar Plant |  | PDB | 11*6.6 | 64.55 | 0 | 333664 | Contract Expired
 | 118 | Baghabari 71 MW GTPP |  | PDB | 1X71 | 70 | 0 | 0 | Gas shortage
 |  | Baghabari  100 MW GTPP |  | PDB | 1*100 | 100 | 0 | 0 | Machine Under Maintenance
 | 119 | Baghabari  50 MW Peaking PP |  | PDB | 6*8.9 | 52 | 32 | 661406 | Liquid fuel shortage
 | 120 | Bera 70 MW Peaking PP |  | PDB | 9*8.29 | 71 | 18 | 50147 | Engine Problem
 | 122 | Katakhali 50 MW Peaking PP |  | PDB | 6*8.7 | 50 | 24 | 332270 | Partial Shutdown due to maintenance
 | 123 | Sirajgonj 225MW CCPP Unit-1 |  | NWPGCL | 1*150+1*75 | 214 | 178 | 4303091 | Gas shortage
 | 124 | Sirajgonj 225MW CCPP Unit-2 |  | NWPGCL | 1*150+1*75 | 220 | 0 | 0 | Gas shortage
 | 125 | Sirajgonj 225MW CCPP Unit-3 |  | NWPGCL | 1*141 | 220 | 174 | 4373645 | Gas shortage
 | 126 | Sirajgonj 400 MW CCPP Unit-4 |  | NWPGCL | 1*282+1*132 | 413.792 | 401 | 9320436 | AGC
 | 127 | Santahar  50 MW Peaking PP |  | PDB | 6*8.7 | 50 | 22 | 88662 | Engine Problem
 | 129 | Natore 52 MW PP (Rajlanka) |  | IPP | 6*8.92 | 52.2 | 0 | 0 | Liquid fuel shortage
 | 130 | Chapainawabganj 100 MW Peaking PP |  | PDB | 12*8.924 | 104 | 93 | 589728 | Liquid fuel shortage
 | 131 | Bagura 113 MW PP (Confidence)-2 |  | IPP | 6*18.55+7.2 | 113 | 50 | 565152 | Liquid fuel shortage
 | 132 | Bagura 113 MW PP (Confidence)-1 |  | IPP | 6*18.55 | 113 | 35 | 440544 | Liquid fuel shortage
 | 133 | Sirajgonj 6.55 MW Solar |  | NWPGCL | 0 | 6.12 | 0 | 29100 | -
 | ** | Adani Power Jharkhanda Ltd |  | Import | 2*673 | 1469.13 | 1474.73 | 35487772 | FGMO
 | 134 | Sirajganj 68 MW Solar Park |  | IPP | 0 | 68 | 0 | 285600 | -
 |  | Pabna Solar 100 MW |  | IPP | 0 | 100 | 0 | 628890 | -
 |  | Sirajganj 2 MW Wind Power Plant |  | PDB | 0.25*8 | 2 | 0 | 0 | Contract Expired
 | Rajshahi Area Total |  |  |  |  | 3552.792 | 2501.73 | 57490107
 |  | Saidpur 150 MW Simple Cycle Power Plant |  | PDB | 1*150 | 162.443 | 0 | 0 | -
 | 135 | Barapukuria TPP Unit-1 & 2 |  | PDB | 1*125+1*125 | 170 | 36 | 883200 | U-2 Under maint.
 | 136 | Barapukuria 275 MW TPP Unit-3 |  | PDB | 1*275 | 274 | 181 | 4664000 | machine problem
 | 137 | Rangpur 20 MW  GTPP |  | PDB | 1*20 | 20 | 0 | 0 | -
 | 138 | Saidpur 20 MW GTPP |  | PDB | 1*20 | 20 | 0 | 0 | -
 | 139 | Rangpur 113 MW PP (Confidence) |  | IPP | 9*6.984+7*7.015+3.15*2 | 113 | 34 | 362208 | Liquid fuel shortage
 | 140 | Sympa Solar Power 8 MW |  | IPP | 0 | 8 | 0 | 17355.12 | -
 | 141 | Energypac Power Venture Thakurgaon Ltd. |  | IPP | 0 | 115 | 95 | 2245457 | Liquid fuel shortage
 | 142 | Intraco Solar 30 MW |  | IPP | 1*30 | 30 | 0 | 79517 | -
 | 143 | Teesta Solar Limited |  | BCPCL | 0 | 200 | 0 | 723600 | -
 | Rangpur Area Total |  |  |  |  | 1112.443 | 346 | 8975337.12
 | Eastern Grid Total |  |  |  |  | 17438.042 | 8715.86 | 181496681.44
 | Western Grid Total |  |  |  |  | 11885.475 | 7322.73 | 169025951.94
 | National Grid Total |  |  |  |  | 29323.517 | 16038.59 | 350522633.38
 | *Data collected from respective power station via Operation Information System(OIS) software.
 |  |  |  |  |  |  | Executive Engineer
 |  |  |  |  |  |  | Network Operation Division
## Sheet: P3
 |  |  |  | Power Grid Bangladesh PLC
 |  |  |  | National Load Dispatch Center (NLDC)
 |  |  |  | MAXIMUM LOAD SERVED BY DIFFERENT GRID SUB-STATIONS
 |  | Date : | 28-06-2026
 |  |  | Zone Total Scenario at Evening Peak Hour (21:00 Hr.)
 | (a) ENTIRE EASTERN  GRID: |  |  | 10510.36 |  | MW | (b) ENTIRE WESTERN  GRID: |  |  |  | 4910.9 | MW
 | i) Dhaka area |  |  | 5820.36 |  | MW | i)  Khulna area |  |  |  | 1807.4 | MW
 | ii) Chattogram area |  |  | 1490 |  | MW | ii) Barishal area |  |  |  | 460.5 | MW
 | iii) Cumilla area |  |  | 1491 |  | MW | iii) Rajshahi area |  |  |  | 1637 | MW
 | iv) Mymensingh area |  |  | 1093 |  | MW | iv) Rangpur area |  |  |  | 1006 | MW
 | v) Sylhet area |  |  | 616 |  | MW
 | System Total Demand at Evening Peak Hour (a + b) = |  |  |  |  |  | 15421.26 | MW
 | Sl No. | Sub-station | Load (MW) | Time | Sl No. | Sub-station | Load (MW) | Time | Sl No. | Sub-station | Load (MW) | Time
 | 1 | AKS | 0 | 00:00 | 67 | HaripurSBU | 125 | 00:00 | 133 | Narshingdi | 174 | 23:00 | 199.0 | UttaraNew | 62.0 | 00:00
 | 2 | AKSML | 119 | 02:00 | 68 | Hasnabad | 97 | 23:00 | 134 | Natore | 153 | 21:00 | 200.0 | Zigatola | 104.0 | 15:00
 | 3 | Aftabnagar | 50 | 23:00 | 69 | Hathazari | 97 | 22:00 | 135 | Nawabganj | 69.2 | 19:00
 | 4 | Agargaon | 138 | 15:00 | 70 | Hatirjheel | 53 | 15:00 | 136 | Netrakona | 126 | 11:00
 | 5 | Agrabad | 62 | 12:00 | 71 | Ishurdi | 77 | 21:00 | 137 | New | 78 | 12:00
 | 6 | Amnura | 30 | 22:00 | 72 | Jaldhaka | 66 | 21:00 | 138 | Niamatpur | 77 | 23:00
 | 7 | Ashuganj | 95 | 23:00 | 73 | Jamalpur | 111 | 20:00 | 139 | Noapara | 54 | 22:00
 | 8 | BSRM | 203 | 22:00 | 74 | Jashore | 172 | 00:00 | 140 | PHP | 12 | 18:00
 | 9 | Bagerhat | 84 | 19:00 | 75 | Jhenaidah | 91 | 22:00 | 141 | Pabna | 109 | 21:00
 | 10 | Bajitpur | 79 | 05:00 | 76 | Joydebpur | 140 | 19:00 | 142 | Palashbari | 140 | 22:00
 | 11 | Bakerganj | 15.6 | 22:00 | 77 | Joypurhat | 64 | 21:00 | 143 | Panchagarh | 73 | 01:00
 | 12 | Bakulia | 98 | 19:30 | 78 | Juldah | 17.5 | 01:00 | 144 | Patiya | 11 | 03:00
